Credits_Passed_Exam;Credits_Passed_Special;Credits_Internship_Enrolled;Sem1_Enrolled;Sem2_Enrolled;Sem1_Passed;Sem2_Passed;GPA;target_numeric;target
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.040000000000001;2.0;Graduate
9.0;0.0;0.0;30.0;30.0;9.0;0.0;1.3555555555555554;0.0;Dropout
0.0;0.0;0.0;18.0;18.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;22.5;19.5;22.5;19.5;6.590000000000001;2.0;Graduate
48.0;0.0;8.0;22.5;32.0;22.5;17.5;8.175;2.0;Graduate
48.0;0.0;0.0;32.0;28.0;32.0;16.0;8.392857142857142;2.0;Graduate
46.5;0.0;0.0;36.0;30.0;16.5;30.0;5.781818181818182;1.0;Enrolled
49.5;0.0;0.0;24.0;22.5;18.0;22.5;6.1;2.0;Graduate
0.0;0.0;0.0;9.0;12.0;0.0;0.0;0.0;2.0;Graduate
64.5;55.5;0.0;30.0;34.5;30.0;34.5;6.605882352941176;2.0;Graduate
60.0;0.0;0.0;24.0;24.0;24.0;24.0;8.307692307692308;2.0;Graduate
45.0;0.0;0.0;20.0;15.0;20.0;15.0;8.71111111111111;2.0;Graduate
0.0;0.0;0.0;30.0;31.5;0.0;0.0;0.22727272727272727;2.0;Graduate
18.0;0.0;0.0;18.0;24.0;6.0;12.0;3.4777777777777774;1.0;Enrolled
10.5;0.0;0.0;30.0;30.0;10.5;0.0;2.06;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;7.92;2.0;Graduate
57.0;0.0;9.0;34.5;57.0;34.5;13.5;7.5375;2.0;Graduate
54.0;0.0;0.0;30.0;30.0;24.0;30.0;5.9818181818181815;2.0;Graduate
0.0;0.0;0.0;24.0;18.0;0.0;0.0;0.0;2.0;Graduate
21.0;0.0;0.0;33.0;27.0;12.0;9.0;3.266666666666667;1.0;Enrolled
0.0;0.0;0.0;25.5;24.0;0.0;0.0;1.25;0.0;Dropout
60.0;0.0;0.0;27.0;33.0;27.0;33.0;7.5307692307692315;2.0;Graduate
30.0;198.0;0.0;12.0;30.0;12.0;18.0;6.7437499999999995;2.0;Graduate
33.0;0.0;0.0;13.5;30.0;9.0;24.0;6.0;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.288888888888889;2.0;Graduate
0.0;0.0;0.0;12.0;15.5;0.0;0.0;1.1;0.0;Dropout
33.0;45.0;0.0;24.0;22.5;16.5;16.5;4.80625;1.0;Enrolled
6.0;12.0;0.0;18.0;18.0;6.0;0.0;3.1166666666666667;0.0;Dropout
60.0;0.0;0.0;27.0;33.0;27.0;33.0;8.26923076923077;2.0;Graduate
36.0;52.5;0.0;15.0;18.0;6.0;12.0;4.9375;2.0;Graduate
60.0;0.0;0.0;36.0;24.0;36.0;24.0;7.84;2.0;Graduate
6.0;0.0;0.0;12.0;12.0;6.0;0.0;1.525;0.0;Dropout
60.0;0.0;0.0;28.5;31.5;28.5;31.5;5.4;2.0;Graduate
60.0;0.0;0.0;22.5;19.5;22.5;19.5;6.51;2.0;Graduate
36.0;0.0;0.0;24.0;18.0;18.0;18.0;4.233333333333333;2.0;Graduate
18.0;0.0;0.0;30.0;30.0;6.0;12.0;4.3;2.0;Graduate
48.0;0.0;0.0;30.0;18.0;30.0;18.0;6.5;2.0;Graduate
0.0;0.0;0.0;24.0;18.0;0.0;0.0;0.0;2.0;Graduate
55.5;0.0;0.0;28.5;31.5;28.5;27.0;6.6;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.779999999999999;2.0;Graduate
21.0;0.0;0.0;12.0;21.0;12.0;9.0;3.525;0.0;Dropout
60.0;0.0;0.0;9.0;6.0;9.0;6.0;7.359999999999999;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;8.459999999999999;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.970000000000001;2.0;Graduate
0.0;0.0;0.0;28.5;31.5;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;22.5;19.5;22.5;19.5;6.0375;2.0;Graduate
37.5;6.0;0.0;34.5;25.5;16.5;21.0;5.15;2.0;Graduate
0.0;0.0;0.0;18.0;12.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;6.7;2.0;Graduate
61.0;0.0;0.0;16.5;22.5;16.5;22.5;7.0;1.0;Enrolled
0.0;0.0;0.0;27.5;32.5;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;22.5;24.0;22.5;19.5;7.2333333333333325;1.0;Enrolled
60.0;0.0;0.0;30.0;30.0;30.0;30.0;5.344444444444445;2.0;Graduate
21.0;0.0;0.0;21.0;30.0;21.0;0.0;6.666666666666667;2.0;Graduate
60.0;0.0;0.0;16.5;22.5;16.5;22.5;5.5125;1.0;Enrolled
9.6;0.0;0.0;31.5;31.5;9.0;0.0;2.190909090909091;1.0;Enrolled
6.0;0.0;0.0;21.0;21.0;6.0;0.0;1.5625;0.0;Dropout
0.0;0.0;0.0;16.5;13.5;0.0;0.0;0.9199999999999999;2.0;Graduate
39.5;0.0;0.0;4.5;5.0;4.5;5.0;5.42;1.0;Enrolled
4.5;0.0;13.5;9.0;13.5;4.5;0.0;3.8499999999999996;2.0;Graduate
51.0;0.0;0.0;34.5;25.5;25.5;25.5;6.4;1.0;Enrolled
13.5;0.0;0.0;19.5;30.0;13.5;0.0;3.4375;1.0;Enrolled
60.0;0.0;0.0;9.0;6.0;9.0;6.0;7.340000000000001;2.0;Graduate
12.0;0.0;0.0;6.0;12.0;6.0;6.0;4.4;0.0;Dropout
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.488888888888889;2.0;Graduate
60.0;0.0;0.0;16.5;22.5;16.5;22.5;6.9625;2.0;Graduate
55.5;0.0;0.0;40.5;34.5;36.0;19.5;5.12;1.0;Enrolled
60.0;0.0;0.0;9.0;6.0;9.0;6.0;6.24;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;7.58;1.0;Enrolled
57.0;0.0;0.0;27.0;36.0;27.0;30.0;5.67;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;6.640000000000001;1.0;Enrolled
60.0;0.0;0.0;18.0;12.0;18.0;12.0;7.114285714285714;2.0;Graduate
43.5;0.0;0.0;25.5;21.0;18.0;16.5;7.0200000000000005;2.0;Graduate
48.0;0.0;9.0;33.0;18.0;33.0;6.0;7.6125;2.0;Graduate
0.0;0.0;0.0;18.0;22.5;0.0;0.0;0.0;2.0;Graduate
12.0;0.0;0.0;18.0;28.5;12.0;0.0;2.48;0.0;Dropout
60.0;0.0;0.0;9.0;6.0;9.0;6.0;5.9399999999999995;2.0;Graduate
30.0;0.0;0.0;15.0;15.0;15.0;15.0;7.779999999999999;2.0;Graduate
61.0;0.0;0.0;16.5;10.5;16.5;10.5;7.2625;2.0;Graduate
60.0;0.0;0.0;6.0;9.0;6.0;9.0;6.639999999999999;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;8.6;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;7.340000000000001;1.0;Enrolled
4.5;0.0;0.0;21.0;21.0;4.5;0.0;2.4375;0.0;Dropout
60.0;0.0;0.0;9.0;6.0;9.0;6.0;7.9399999999999995;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.016666666666667;2.0;Graduate
60.0;0.0;0.0;28.5;31.5;28.5;31.5;6.51;2.0;Graduate
30.0;0.0;0.0;21.0;21.0;13.5;7.5;3.3874999999999997;2.0;Graduate
60.0;0.0;6.0;36.0;24.0;36.0;24.0;5.783333333333334;2.0;Graduate
60.0;0.0;0.0;28.5;31.5;28.5;31.5;7.557142857142857;2.0;Graduate
12.0;40.5;0.0;15.0;25.5;6.0;6.0;3.4538461538461536;0.0;Dropout
36.0;0.0;0.0;30.0;30.0;12.0;24.0;4.466666666666667;2.0;Graduate
60.0;0.0;0.0;27.0;21.0;27.0;21.0;8.77142857142857;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;6.9;2.0;Graduate
0.0;18.0;0.0;12.0;12.0;0.0;0.0;1.8875;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.449999999999999;2.0;Graduate
12.0;0.0;0.0;30.0;30.0;12.0;0.0;2.1444444444444444;0.0;Dropout
61.0;0.0;0.0;30.0;30.0;30.0;30.0;5.590909090909091;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;7.5200000000000005;2.0;Graduate
45.0;0.0;0.0;18.0;15.0;7.5;10.5;4.877777777777777;1.0;Enrolled
0.0;0.0;0.0;10.0;30.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;16.5;22.5;16.5;22.5;6.7125;2.0;Graduate
0.0;0.0;0.0;32.5;27.5;0.0;0.0;0.0;2.0;Graduate
0.0;0.0;0.0;21.0;24.0;0.0;0.0;8.200000000000001;2.0;Graduate
30.0;0.0;0.0;10.0;10.0;10.0;10.0;6.449999999999999;2.0;Graduate
4.5;0.0;0.0;9.0;12.0;4.5;0.0;2.957142857142857;1.0;Enrolled
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;30.0;33.0;30.0;30.0;8.470588235294118;2.0;Graduate
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;2.0;Graduate
0.0;0.0;0.0;6.0;16.5;0.0;0.0;1.0333333333333332;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.0;2.0;Graduate
30.0;0.0;9.0;6.0;30.0;6.0;15.0;6.242857142857142;2.0;Graduate
28.5;66.0;0.0;22.5;22.5;22.5;6.0;5.2;0.0;Dropout
60.0;0.0;0.0;22.5;19.5;22.5;19.5;5.76;2.0;Graduate
31.5;0.0;0.0;40.5;16.5;25.5;6.0;3.7333333333333334;1.0;Enrolled
42.0;0.0;0.0;30.0;30.0;24.0;18.0;4.855555555555556;2.0;Graduate
39.0;0.0;0.0;18.0;31.5;18.0;21.0;4.025;2.0;Graduate
60.0;0.0;0.0;22.5;19.5;22.5;19.5;6.2;2.0;Graduate
60.0;0.0;0.0;18.0;15.0;18.0;15.0;7.1375;2.0;Graduate
60.0;0.0;0.0;18.0;18.0;18.0;12.0;8.22857142857143;1.0;Enrolled
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.5700000000000001;0.0;Dropout
61.5;0.0;0.0;31.5;30.0;31.5;30.0;8.2;2.0;Graduate
54.0;42.0;0.0;24.0;30.0;24.0;30.0;8.535294117647059;1.0;Enrolled
36.0;0.0;0.0;27.0;9.0;27.0;9.0;7.483333333333333;2.0;Graduate
13.0;0.0;0.0;30.0;27.0;6.0;6.0;3.13;0.0;Dropout
60.0;0.0;0.0;18.0;15.0;18.0;15.0;7.5;1.0;Enrolled
21.5;0.0;0.0;29.0;29.0;10.5;11.0;8.116666666666667;0.0;Dropout
60.0;0.0;0.0;9.0;6.0;9.0;6.0;5.9399999999999995;1.0;Enrolled
0.0;0.0;0.0;15.0;15.0;0.0;0.0;0.0;2.0;Graduate
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;2.0;Graduate
0.0;0.0;0.0;21.0;19.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;28.5;31.5;28.5;31.5;6.9;2.0;Graduate
61.0;0.0;0.0;30.0;30.0;30.0;30.0;6.5636363636363635;1.0;Enrolled
54.0;12.0;0.0;16.5;19.5;16.5;19.5;6.745454545454546;2.0;Graduate
0.0;0.0;0.0;28.5;31.5;0.0;0.0;3.6666666666666665;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.94;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.622222222222223;2.0;Graduate
0.0;0.0;0.0;18.0;30.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;28.5;31.5;28.5;31.5;7.92;2.0;Graduate
48.0;0.0;0.0;24.0;18.0;12.0;18.0;4.733333333333333;2.0;Graduate
9.0;0.0;0.0;30.0;30.0;9.0;0.0;1.5;2.0;Graduate
0.0;0.0;0.0;27.0;19.5;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.779999999999999;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;7.159999999999999;0.0;Dropout
0.0;0.0;0.0;24.0;54.0;0.0;0.0;4.6466666666666665;2.0;Graduate
0.0;0.0;0.0;33.0;27.0;0.0;0.0;0.0;2.0;Graduate
33.0;0.0;0.0;24.0;18.0;12.0;12.0;2.9444444444444446;2.0;Graduate
60.0;0.0;0.0;9.0;12.0;9.0;12.0;7.0;2.0;Graduate
0.0;0.0;0.0;25.5;25.5;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;30.0;33.0;30.0;30.0;8.323529411764707;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.18235294117647;2.0;Graduate
60.0;0.0;0.0;28.5;31.5;28.5;31.5;7.242857142857143;2.0;Graduate
60.0;0.0;0.0;18.0;30.0;18.0;24.0;6.377777777777777;2.0;Graduate
0.0;0.0;0.0;22.5;19.5;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.8500000000000005;2.0;Graduate
60.0;0.0;0.0;18.0;22.5;18.0;22.5;7.972727272727272;2.0;Graduate
0.0;0.0;0.0;16.5;22.5;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.872727272727272;2.0;Graduate
0.0;0.0;0.0;18.0;15.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.5;2.0;Graduate
60.0;0.0;0.0;18.0;15.0;18.0;15.0;7.05;2.0;Graduate
0.0;0.0;0.0;12.0;4.5;0.0;0.0;0.7333333333333334;2.0;Graduate
0.0;0.0;0.0;18.0;15.0;0.0;0.0;0.625;2.0;Graduate
30.0;0.0;0.0;34.5;30.0;30.0;0.0;8.26;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.32;2.0;Graduate
60.0;0.0;0.0;18.0;18.0;18.0;18.0;8.071428571428571;1.0;Enrolled
45.0;0.0;0.0;25.5;34.5;15.0;30.0;4.881818181818182;0.0;Dropout
0.0;0.0;0.0;30.0;24.0;0.0;0.0;0.0;2.0;Graduate
30.0;0.0;0.0;30.0;30.0;18.0;12.0;3.78;1.0;Enrolled
0.0;0.0;0.0;21.0;21.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;21.0;24.0;21.0;24.0;6.66;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.588888888888889;2.0;Graduate
60.0;0.0;0.0;28.5;31.5;28.5;31.5;7.299999999999999;2.0;Graduate
0.0;0.0;0.0;30.0;19.5;0.0;0.0;0.0;2.0;Graduate
34.5;0.0;0.0;18.0;22.5;12.0;22.5;5.925;2.0;Graduate
0.0;0.0;0.0;24.0;18.0;0.0;0.0;0.0;1.0;Enrolled
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.92;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.209999999999999;2.0;Graduate
0.0;0.0;0.0;18.0;18.0;0.0;0.0;0.0;2.0;Graduate
51.0;0.0;0.0;22.5;19.5;13.5;19.5;5.5625;2.0;Graduate
21.0;0.0;0.0;31.5;31.5;10.5;10.5;2.8000000000000003;0.0;Dropout
60.0;0.0;0.0;18.0;24.0;18.0;24.0;6.5;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.639999999999999;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.0;2.0;Graduate
49.5;0.0;0.0;34.5;27.0;34.5;15.0;5.877777777777777;2.0;Graduate
0.0;0.0;0.0;22.5;19.5;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;7.7;2.0;Graduate
0.0;0.0;0.0;28.5;18.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;16.5;22.5;16.5;22.5;5.85;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.088888888888889;2.0;Graduate
24.0;0.0;0.0;30.0;30.0;6.0;18.0;4.288888888888889;2.0;Graduate
60.0;0.0;0.0;34.5;30.0;30.0;30.0;7.08;2.0;Graduate
0.0;0.0;0.0;28.5;31.5;0.0;0.0;0.0;1.0;Enrolled
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.2818181818181818;2.0;Graduate
46.5;13.5;0.0;25.5;21.0;25.5;21.0;8.766666666666666;2.0;Graduate
30.0;0.0;0.0;30.0;30.0;30.0;0.0;7.1;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;7.139999999999999;2.0;Graduate
54.0;12.0;0.0;28.5;25.5;28.5;25.5;6.318181818181818;2.0;Graduate
0.0;0.0;0.0;28.5;31.5;0.0;0.0;0.0;2.0;Graduate
45.0;0.0;0.0;9.0;6.0;9.0;6.0;4.619999999999999;0.0;Dropout
46.5;0.0;12.0;21.0;25.5;21.0;13.5;6.24;2.0;Graduate
22.5;0.0;0.0;19.5;22.5;9.0;13.5;3.3;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.2333333333333325;2.0;Graduate
63.75;0.0;0.0;33.0;34.5;33.0;30.0;7.029999999999999;1.0;Enrolled
51.0;0.0;0.0;22.5;19.5;13.5;19.5;5.4375;1.0;Enrolled
31.5;0.0;0.0;30.0;25.5;12.0;19.5;4.25;2.0;Graduate
54.0;0.0;0.0;18.0;24.0;18.0;18.0;5.577777777777778;1.0;Enrolled
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.658333333333334;2.0;Graduate
60.0;0.0;0.0;18.0;18.0;18.0;18.0;6.957142857142857;2.0;Graduate
60.0;0.0;0.0;22.5;24.0;22.5;19.5;7.06;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.111111111111111;2.0;Graduate
60.0;0.0;0.0;25.0;15.0;25.0;15.0;7.654545454545455;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;6.9;2.0;Graduate
60.0;0.0;0.0;9.0;12.0;9.0;12.0;5.4875;2.0;Graduate
61.0;0.0;0.0;28.5;31.5;28.5;31.5;8.22857142857143;2.0;Graduate
0.0;0.0;0.0;21.0;21.0;0.0;0.0;0.0;2.0;Graduate
45.0;0.0;9.0;6.0;15.0;6.0;15.0;7.15;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.340000000000001;2.0;Graduate
30.0;0.0;0.0;30.0;30.0;18.0;12.0;4.2299999999999995;1.0;Enrolled
0.0;0.0;0.0;24.0;18.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;18.0;15.0;18.0;15.0;6.7125;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.55;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;6.4;2.0;Graduate
45.0;0.0;0.0;30.0;30.0;21.0;24.0;5.288888888888889;2.0;Graduate
42.0;0.0;0.0;30.0;30.0;24.0;18.0;4.89;2.0;Graduate
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;2.0;Graduate
45.0;0.0;0.0;30.0;10.0;30.0;5.0;6.739999999999999;2.0;Graduate
42.0;0.0;0.0;9.0;12.0;9.0;12.0;4.9;1.0;Enrolled
60.0;0.0;0.0;12.0;30.0;12.0;30.0;5.944444444444445;2.0;Graduate
60.0;0.0;0.0;31.0;27.0;31.0;27.0;7.5;2.0;Graduate
60.0;0.0;8.0;22.5;37.5;22.5;29.5;7.517647058823529;2.0;Graduate
60.0;0.0;0.0;28.5;31.5;28.5;31.5;5.985714285714286;2.0;Graduate
60.0;0.0;0.0;18.0;24.0;18.0;24.0;7.644444444444444;2.0;Graduate
64.5;0.0;4.5;28.5;31.5;28.5;31.5;7.8;2.0;Graduate
0.0;0.0;0.0;24.0;18.0;0.0;0.0;0.5111111111111111;0.0;Dropout
33.0;0.0;0.0;15.0;18.0;15.0;18.0;6.0600000000000005;1.0;Enrolled
54.0;0.0;0.0;24.0;24.0;18.0;24.0;5.285714285714286;1.0;Enrolled
63.0;0.0;0.0;28.5;34.5;28.5;34.5;7.6;1.0;Enrolled
30.0;0.0;0.0;30.0;30.0;30.0;0.0;8.34;2.0;Graduate
13.5;70.5;0.0;30.0;25.5;13.5;0.0;4.555555555555555;0.0;Dropout
0.0;0.0;0.0;21.0;19.5;0.0;0.0;0.0;2.0;Graduate
48.0;0.0;8.0;22.5;29.5;22.5;17.5;7.31875;2.0;Graduate
60.0;0.0;0.0;30.0;39.0;30.0;30.0;8.692307692307692;2.0;Graduate
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.42000000000000004;0.0;Dropout
34.5;0.0;0.0;12.0;31.5;12.0;22.5;4.66;2.0;Graduate
60.0;0.0;0.0;18.0;18.0;18.0;18.0;6.3999999999999995;1.0;Enrolled
28.5;0.0;0.0;15.0;11.0;4.5;0.0;2.642857142857143;1.0;Enrolled
60.0;0.0;0.0;9.0;12.0;9.0;12.0;7.1;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.799999999999999;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;6.9799999999999995;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.17142857142857;2.0;Graduate
40.5;0.0;0.0;18.0;22.5;18.0;22.5;5.528571428571428;1.0;Enrolled
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.211111111111112;1.0;Enrolled
48.0;0.0;0.0;30.0;36.0;18.0;30.0;6.15;1.0;Enrolled
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.428571428571429;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.51;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.52;2.0;Graduate
60.0;0.0;0.0;16.5;22.5;16.5;22.5;5.575;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;7.24;2.0;Graduate
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;16.5;22.5;16.5;22.5;7.4125;2.0;Graduate
48.0;0.0;0.0;30.0;30.0;30.0;18.0;6.088888888888889;1.0;Enrolled
49.5;0.0;0.0;27.0;31.5;22.5;27.0;4.89;2.0;Graduate
60.0;0.0;0.0;43.5;25.5;43.5;16.5;7.37;2.0;Graduate
60.0;0.0;0.0;18.0;24.0;18.0;24.0;5.788888888888889;2.0;Graduate
60.0;0.0;0.0;28.5;31.5;28.5;31.5;7.271428571428571;2.0;Graduate
48.0;0.0;0.0;30.0;30.0;30.0;18.0;8.716666666666667;2.0;Graduate
60.0;0.0;0.0;31.0;29.0;31.0;29.0;8.0;2.0;Graduate
31.5;0.0;0.0;18.0;24.0;12.0;10.5;4.17;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;5.75;2.0;Graduate
56.0;0.0;6.0;27.0;34.0;25.0;25.0;7.8428571428571425;2.0;Graduate
69.0;0.0;9.0;34.5;30.0;30.0;30.0;7.220000000000001;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;6.720000000000001;2.0;Graduate
0.0;0.0;0.0;9.0;19.5;0.0;0.0;0.0;2.0;Graduate
48.0;0.0;8.0;35.0;5.0;35.0;5.0;8.5125;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.455555555555556;2.0;Graduate
48.0;0.0;0.0;30.0;30.0;30.0;18.0;7.625;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.67;2.0;Graduate
60.0;0.0;0.0;9.0;12.0;9.0;12.0;7.0625;2.0;Graduate
0.0;0.0;0.0;30.0;30.0;0.0;0.0;3.3;2.0;Graduate
0.0;0.0;0.0;4.5;7.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.385714285714286;2.0;Graduate
36.0;0.0;0.0;27.0;9.0;27.0;9.0;6.983333333333333;2.0;Graduate
60.0;0.0;0.0;28.5;31.5;28.5;31.5;6.471428571428571;2.0;Graduate
4.5;0.0;0.0;9.0;12.0;4.5;0.0;1.3857142857142857;0.0;Dropout
60.0;0.0;0.0;9.0;6.0;9.0;6.0;6.4;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;8.14;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.666666666666667;2.0;Graduate
0.0;0.0;0.0;18.0;24.0;0.0;0.0;0.0;2.0;Graduate
52.5;0.0;0.0;32.5;27.5;27.5;25.0;5.753846153846154;2.0;Graduate
42.0;0.0;0.0;9.0;36.0;9.0;24.0;4.671428571428572;1.0;Enrolled
40.5;0.0;0.0;28.5;27.0;19.5;21.0;3.9333333333333336;2.0;Graduate
60.0;0.0;0.0;21.0;21.0;21.0;21.0;6.325;2.0;Graduate
60.0;0.0;0.0;18.0;24.0;18.0;24.0;7.133333333333333;2.0;Graduate
54.0;0.0;0.0;34.5;30.0;24.0;30.0;6.56;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.538888888888888;2.0;Graduate
39.0;0.0;0.0;30.0;30.0;24.0;15.0;4.64;0.0;Dropout
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.666666666666667;2.0;Graduate
60.0;0.0;0.0;27.0;33.0;27.0;33.0;7.376923076923077;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;4.8;2.0;Graduate
18.0;0.0;0.0;9.0;12.0;9.0;0.0;3.7249999999999996;2.0;Graduate
60.0;0.0;0.0;22.5;19.5;22.5;19.5;7.529999999999999;2.0;Graduate
55.5;0.0;0.0;28.5;31.5;28.5;27.0;5.9;2.0;Graduate
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.6555555555555556;0.0;Dropout
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.82;2.0;Graduate
30.0;0.0;0.0;9.0;12.0;9.0;12.0;4.8125;2.0;Graduate
69.0;0.0;0.0;34.5;34.5;34.5;34.5;7.4;2.0;Graduate
37.5;0.0;0.0;40.5;19.5;31.5;6.0;3.8;2.0;Graduate
46.5;0.0;0.0;21.0;25.5;21.0;25.5;4.666666666666667;2.0;Graduate
58.5;0.0;0.0;37.5;34.5;33.0;25.5;5.4692307692307685;2.0;Graduate
60.0;0.0;0.0;16.5;22.5;16.5;22.5;6.6625;1.0;Enrolled
0.0;0.0;0.0;18.0;12.0;0.0;0.0;3.78;2.0;Graduate
0.0;0.0;0.0;121.5;109.5;0.0;0.0;6.887179487179488;2.0;Graduate
24.0;46.5;0.0;36.0;21.0;15.0;9.0;5.233333333333333;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;9.129999999999999;1.0;Enrolled
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.328571428571428;2.0;Graduate
27.0;0.0;0.0;18.0;19.5;18.0;9.0;5.085714285714286;1.0;Enrolled
0.0;0.0;0.0;16.0;9.0;0.0;0.0;0.0;2.0;Graduate
0.0;0.0;0.0;4.5;7.5;0.0;0.0;0.0;2.0;Graduate
58.5;70.5;18.0;30.0;33.0;13.5;27.0;5.627777777777777;2.0;Graduate
52.5;0.0;0.0;31.5;31.5;27.0;25.5;4.566666666666666;2.0;Graduate
